name,book,year,frequency
Fanny Henselt,AMZ1848,1848,2
La Melancolie,AMZ1848,1848,4
ALLGE ME,AMZ1848,1848,6
Wittwe Reiter,AMZ1848,1848,2
Ernst Reiter,AMZ1848,1848,4
v Hagn,AMZ1848,1848,2
Charlotte v Hagn,AMZ1848,1848,4
Julius Benediet,AMZ1848,1848,11
 Benediet,AMZ1848,1848,5
Leopoldo Cini,AMZ1848,1848,2
Buffo Leopoldo Cini,AMZ1848,1848,2
Buffo Cini,AMZ1848,1848,4
Bertha Lewig,AMZ1848,1848,2
n Prokop,AMZ1848,1848,2
Franco Mendes,AMZ1848,1848,2
n Ministers,AMZ1848,1848,2
H Ewald,AMZ1848,1848,2
Agnese Schebest,AMZ1848,1848,4
Cantors Kemmlein,AMZ1848,1848,2
Eugenio Santi,AMZ1848,1848,2
Grassi Gigli,AMZ1848,1848,2
 Setti,AMZ1848,1848,2
Nicola Petrini,AMZ1848,1848,2
Ferdinando Facchini,AMZ1848,1848,2
Franz Sobotka,AMZ1848,1848,2
van Hasselt,AMZ1848,1848,23
Giuseppe Bornaceini,AMZ1848,1848,2
Johann Friedrich Kittl,AMZ1848,1848,31
J Kittl,AMZ1848,1848,4
Friedrich Kittl,AMZ1848,1848,7
 Kittl,AMZ1848,1848,2
Director Kittl,AMZ1848,1848,3
Beatrice Tenda,AMZ1848,1848,5
Beatrice di Tenda,AMZ1848,1848,3
Fr Quien,AMZ1848,1848,4
de Kontsky,AMZ1848,1848,2
J Padovetz,AMZ1848,1848,2
Ignaz Tedesco,AMZ1848,1848,6
Charles Laseck,AMZ1848,1848,2
A Ciccarelli,AMZ1848,1848,2
Georg Wichtl,AMZ1848,1848,9
Adolph Sax,AMZ1848,1848,2
J Artot,AMZ1848,1848,7
Cristina Giacomino,AMZ1848,1848,2
Giacomo Megerbeer,AMZ1848,1848,3
n Tichatscheck,AMZ1848,1848,3
Maestro Brancaccio,AMZ1848,1848,2
Felix MendelssohnBartholdy,AMZ1848,1848,17
 MendelssohnBartholdy,AMZ1848,1848,3
Dr Felix MendelssohnBartholdy,AMZ1848,1848,3
Dr MendelssohnBartholdy,AMZ1848,1848,3
Feliz MendelssohnBartholdy,AMZ1848,1848,2
Emil Ronniger,AMZ1848,1848,3
Die Jüdin,AMZ1848,1848,3
F Morelly,AMZ1848,1848,5
 Morelly,AMZ1848,1848,2
Edouard Marxsen,AMZ1848,1848,11
F G Bogenhardt,AMZ1848,1848,3
Johanna Seymour,AMZ1848,1848,2
E Marzsen,AMZ1848,1848,4
Johann Wenzel Ralliwoda,AMZ1848,1848,5
Marco Visconti,AMZ1848,1848,2
Clarice Visconti,AMZ1848,1848,3
Buffo Cambiaggio,AMZ1848,1848,6
V Bollini,AMZ1848,1848,2
Fr Pocei,AMZ1848,1848,2
J Mayseoder,AMZ1848,1848,2
R Bochmann,AMZ1848,1848,2
S Luca,AMZ1848,1848,5
von Braunthal,AMZ1848,1848,2
Dr Francois Bennati,AMZ1848,1848,2
n Hofrathe,AMZ1848,1848,2
H Monpou,AMZ1848,1848,2
Otto Nikolai,AMZ1848,1848,2
C Uzerny,AMZ1848,1848,3
A Diabell,AMZ1848,1848,2
Joseph Gersbach,AMZ1848,1848,3
Anton Gersbach,AMZ1848,1848,7
Therese von Winckel,AMZ1848,1848,2
 Würkert,AMZ1848,1848,3
L Würkert,AMZ1848,1848,2
Alexis Lvoff,AMZ1848,1848,6
 Lvoff,AMZ1848,1848,5
n Lvoff,AMZ1848,1848,2
C Mosche,AMZ1848,1848,7
C L Oertzen,AMZ1848,1848,2
C L v Oertzen,AMZ1848,1848,5
L v Oertzen,AMZ1848,1848,2
Bertold Damcke,AMZ1848,1848,6
Simon Mendheim,AMZ1848,1848,4
H Elkamp,AMZ1848,1848,4
 Elkamp,AMZ1848,1848,2
Charles Lasokk,AMZ1848,1848,2
Ludovig Leplus,AMZ1848,1848,4
J M Pohley,AMZ1848,1848,2
S Potsdam,AMZ1848,1848,2
Carl Borromäus von Miltits,AMZ1848,1848,2
K B v Miltits,AMZ1848,1848,2
Der Gallego,AMZ1848,1848,2
Die Falschmünzer,AMZ1848,1848,2
Ernst Ortlepp,AMZ1848,1848,15
Adolf Prölss,AMZ1848,1848,3
C R Hössler,AMZ1848,1848,2
Ludwig Giesebrecht,AMZ1848,1848,2
Professor Ludwig Giesebrecht,AMZ1848,1848,2
 Giesebrecht,AMZ1848,1848,2
Ch Danela,AMZ1848,1848,5
Emil Prudent,AMZ1848,1848,26
n Emit Prudent,AMZ1848,1848,2
n Prudent,AMZ1848,1848,2
Joseph Ghys,AMZ1848,1848,5
n Ghys,AMZ1848,1848,4
Bellini Amigo,AMZ1848,1848,3
Anton Stradiuarius,AMZ1848,1848,2
Mathilde von Schabran,AMZ1848,1848,2
Michael Leitermayer,AMZ1848,1848,2
Charles Lasekk,AMZ1848,1848,21
Tobias Haslingers,AMZ1848,1848,2
Jules Janin,AMZ1848,1848,16
Joseph Schad,AMZ1848,1848,10
Franz Schu bert,AMZ1848,1848,2
J A Pacher,AMZ1848,1848,2
 Wanezura,AMZ1848,1848,2
Grosses Gesangfest,AMZ1848,1848,2
J W Kallivoda,AMZ1848,1848,24
J Kallivoda,AMZ1848,1848,2
 Kallivoda,AMZ1848,1848,4
Capellmeister Kallivoda,AMZ1848,1848,2
Henri Vieuxtemps,AMZ1848,1848,14
M Vieuxtemps,AMZ1848,1848,3
Franz Grassl,AMZ1848,1848,2
A Franchomme,AMZ1848,1848,3
Dr der Philos,AMZ1848,1848,2
v Lippharth,AMZ1848,1848,2
Hans Georg Nägel,AMZ1848,1848,2
J F J Dalp,AMZ1848,1848,4
Carl Braeuer,AMZ1848,1848,2
n Neff,AMZ1848,1848,4
Ernst Pauer,AMZ1848,1848,11
Buffo Francesco Bariola,AMZ1848,1848,2
Catterino Catterini,AMZ1848,1848,4
Luigia Triulzi,AMZ1848,1848,2
De Bezzi,AMZ1848,1848,7
n De Bezzi,AMZ1848,1848,2
Elisa Carnio,AMZ1848,1848,2
Franz Löbmann,AMZ1848,1848,3
F C Löflund,AMZ1848,1848,2
Carl Immermann,AMZ1848,1848,2
Le Reve,AMZ1848,1848,2
n Ketschau,AMZ1848,1848,5
G W Marks,AMZ1848,1848,3
Ferd Burgmäller,AMZ1848,1848,11
 Burgmäller,AMZ1848,1848,3
E F Gaebler,AMZ1848,1848,2
G F Mannstein,AMZ1848,1848,2
H F Mannstein,AMZ1848,1848,7
Die Schweizerhütte,AMZ1848,1848,2
A W von Zuccalmaglio,AMZ1848,1848,2
Hoffmann von Fallersleben,AMZ1848,1848,62
Franz Kücken,AMZ1848,1848,39
 Möhring,AMZ1848,1848,11
Ferdinand Möhring,AMZ1848,1848,13
Bürgermeister zu Teplitz,AMZ1848,1848,2
C Herrose,AMZ1848,1848,2
E Eliason,AMZ1848,1848,3
Joseph Labitzky,AMZ1848,1848,15
 Labitzky,AMZ1848,1848,3
 Führer,AMZ1848,1848,2
Robert Führer,AMZ1848,1848,4
A Wich,AMZ1848,1848,2
Bertha von Bretagne,AMZ1848,1848,2
Anton Witek,AMZ1848,1848,2
n Brava,AMZ1848,1848,4
Dr Wegeler,AMZ1848,1848,3
Charles Vollweiler,AMZ1848,1848,8
n Gamberini,AMZ1848,1848,3
S Carlino,AMZ1848,1848,2
Don Pasquale Elisir,AMZ1848,1848,2
Joseph Sokoll,AMZ1848,1848,4
Jakob Bing,AMZ1848,1848,2
J Kriehuber,AMZ1848,1848,2
Franz Lachners,AMZ1848,1848,3
Franz Kommer,AMZ1848,1848,2
Primo Contralto,AMZ1848,1848,3
Luigi Tabellini,AMZ1848,1848,3
Dr Branis,AMZ1848,1848,2
Marino Faliero,AMZ1848,1848,6
J Lyser,AMZ1848,1848,3
J P Lyser,AMZ1848,1848,5
n MD,AMZ1848,1848,29
n Megyerbeer,AMZ1848,1848,2
n KM,AMZ1848,1848,14
Ed Ferrand,AMZ1848,1848,4
F X Chotek,AMZ1848,1848,22
Fr Chotek,AMZ1848,1848,3
J Resnitschek,AMZ1848,1848,3
V Bellin,AMZ1848,1848,3
Ed Raymond,AMZ1848,1848,4
n Dobrovsky,AMZ1848,1848,2
Buffo Rovere,AMZ1848,1848,10
Georg Wigand,AMZ1848,1848,2
Otto Wigand,AMZ1848,1848,2
Anna Balzer,AMZ1848,1848,2
Wilhelmine Proksch,AMZ1848,1848,4
n Proksch,AMZ1848,1848,9
Joseph Proksch,AMZ1848,1848,4
 Proksch,AMZ1848,1848,2
J Curei,AMZ1848,1848,2
 Eicke,AMZ1848,1848,2
n Eicke,AMZ1848,1848,6
C Engelhardt,AMZ1848,1848,2
J G Engelhardt,AMZ1848,1848,3
Fr Servais,AMZ1848,1848,5
n Servais,AMZ1848,1848,5
Joeseph Artöt,AMZ1848,1848,3
S Sebastiano,AMZ1848,1848,2
 Weinhold,AMZ1848,1848,4
Carl Weinhold,AMZ1848,1848,15
A Mocker,AMZ1848,1848,4
William Sterndale Bennett,AMZ1848,1848,19
Alexander Dreischok,AMZ1848,1848,2
V Leicht,AMZ1848,1848,2
L hr,AMZ1848,1848,2
J A Ladurner,AMZ1848,1848,5
Ernst von Brunnow,AMZ1848,1848,2
v Cumberland,AMZ1848,1848,2
F Kuhnt,AMZ1848,1848,2
Bertha Bruns,AMZ1848,1848,3
 Laegel,AMZ1848,1848,2
J G Laegel,AMZ1848,1848,2
Conrad Glaser,AMZ1848,1848,11
Konrad Glaser,AMZ1848,1848,2
Wolfgang Dachstein,AMZ1848,1848,11
 Laverge,AMZ1848,1848,2
Heinrich Wohlfahrt,AMZ1848,1848,8
 Wohlfahrt,AMZ1848,1848,2
C F Strackerjan,AMZ1848,1848,2
H A Dresel,AMZ1848,1848,4
Otto Dresel,AMZ1848,1848,4
F Oelschläger,AMZ1848,1848,5
J Dürck,AMZ1848,1848,2
Hermann Jimmerthal,AMZ1848,1848,2
 Melcher,AMZ1848,1848,2
Julius Melcher,AMZ1848,1848,2
 Schädel,AMZ1848,1848,3
B Schädel,AMZ1848,1848,2
 Lenau,AMZ1848,1848,4
Nikolaus Lenau,AMZ1848,1848,12
Eduard Tauwitz,AMZ1848,1848,17
J Georges Reder,AMZ1848,1848,3
 Mözser,AMZ1848,1848,2
Castell von Ursino,AMZ1848,1848,2
Emil Blankmeister,AMZ1848,1848,2
 Jazede,AMZ1848,1848,4
Cosselli Moriani,AMZ1848,1848,4
n Moriani,AMZ1848,1848,3
Grafen Gabrielli,AMZ1848,1848,5
v Rittersberg,AMZ1848,1848,2
Edouard Pelz,AMZ1848,1848,2
S Maria maggiore,AMZ1848,1848,2
G MEYERBEER,AMZ1848,1848,2
Julius Klinkhardt,AMZ1848,1848,2
De Ruolz,AMZ1848,1848,2
von Ruolz,AMZ1848,1848,2
Maestro Lillo,AMZ1848,1848,4
Raoul de Nangis,AMZ1848,1848,2
F Brunold,AMZ1848,1848,2
St Bris,AMZ1848,1848,14
Carl Feldmann,AMZ1848,1848,2
Maria Stuarda,AMZ1848,1848,10
J Schopenhauer,AMZ1848,1848,3
Th Zimmers,AMZ1848,1848,2
Franz Hajek,AMZ1848,1848,2
Franz Hegenbart,AMZ1848,1848,3
Alexander Dreyschock,AMZ1848,1848,11
 Dreyschock,AMZ1848,1848,4
n Dreyschock,AMZ1848,1848,2
Raimund Dreyschock,AMZ1848,1848,4
n Raimund Dreyschock,AMZ1848,1848,5
n Kapellmeister Dreyschock,AMZ1848,1848,2
M van Gelder,AMZ1848,1848,2
n GMD,AMZ1848,1848,8
Heinrich Behling,AMZ1848,1848,2
J H Stuntz,AMZ1848,1848,2
M Ravina,AMZ1848,1848,3
Hy Ravina,AMZ1848,1848,2
St Thomae,AMZ1848,1848,2
Mathias Greytter,AMZ1848,1848,2
n Uhlrich,AMZ1848,1848,2
 Dickmann,AMZ1848,1848,3
Cäsar von Lengerke,AMZ1848,1848,3
G Meygerbeer,AMZ1848,1848,2
Königreich Piemont,AMZ1848,1848,5
von Fassmann,AMZ1848,1848,26
s v Fassmann,AMZ1848,1848,2
Carl Breitung,AMZ1848,1848,2
Albert Grisar,AMZ1848,1848,4
n Erl,AMZ1848,1848,2
Hoftheater zu Detmold,AMZ1848,1848,2
J F Dobrzynski,AMZ1848,1848,3
Felix Dobrzynski,AMZ1848,1848,4
G A Oshorne,AMZ1848,1848,2
E F Riehter,AMZ1848,1848,6
Ernst Riehter,AMZ1848,1848,2
Fr Riehter,AMZ1848,1848,2
Franz Sehubert,AMZ1848,1848,10
F L Sehubert,AMZ1848,1848,4
St Domingo,AMZ1848,1848,5
Ad Stahr,AMZ1848,1848,3
Joseph Genischta,AMZ1848,1848,5
Irene Secci,AMZ1848,1848,2
Anna Boltena,AMZ1848,1848,2
Robert Burns,AMZ1848,1848,25
 Burns,AMZ1848,1848,8
 Schefer,AMZ1848,1848,2
Leopold Schefer,AMZ1848,1848,7
n Derska,AMZ1848,1848,5
Eugenio Mazzotti,AMZ1848,1848,3
G A Zumeteeg,AMZ1848,1848,2
 Petzmayer,AMZ1848,1848,2
 Limbach,AMZ1848,1848,2
n Perrot,AMZ1848,1848,2
n Direktor Ribbeck,AMZ1848,1848,2
Santa Cruz,AMZ1848,1848,2
C Banek,AMZ1848,1848,5
Heinrich Stieglits,AMZ1848,1848,2
C F Buckow,AMZ1848,1848,3
n Buckow,AMZ1848,1848,4
F Deppe,AMZ1848,1848,2
Friedrich von Flotow,AMZ1848,1848,10
v Flotow,AMZ1848,1848,10
v Roda,AMZ1848,1848,2
Giovanna Shore,AMZ1848,1848,2
G F Ratzmann,AMZ1848,1848,2
Luigia Anti,AMZ1848,1848,2
Roland de Lattre,AMZ1848,1848,6
A W Hinneburg,AMZ1848,1848,2
C Herlossohn,AMZ1848,1848,2
Franz Messer,AMZ1848,1848,4
Ulrich Wehrli,AMZ1848,1848,2
Wirthin Töchterlein,AMZ1848,1848,2
Gustav Nioolai,AMZ1848,1848,2
 Oesterley,AMZ1848,1848,2
H T Petschke,AMZ1848,1848,9
E Salleneuve,AMZ1848,1848,2
J N Endter,AMZ1848,1848,4
A Lecarpentier,AMZ1848,1848,3
A Emil Titl,AMZ1848,1848,8
Emil Titl,AMZ1848,1848,2
C F Beecker,AMZ1848,1848,2
 Kühmstedt,AMZ1848,1848,3
Friedr Kühmstedt,AMZ1848,1848,10
J H C Molck,AMZ1848,1848,5
J C G Nitsche,AMZ1848,1848,3
Joseph Lidel,AMZ1848,1848,2
F W Markull,AMZ1848,1848,10
v Lonjumeau,AMZ1848,1848,2
Prosper Sainton,AMZ1848,1848,2
Louis Anger,AMZ1848,1848,6
n Anger,AMZ1848,1848,3
Buffo Luzzi,AMZ1848,1848,2
Karoline Botgorschek,AMZ1848,1848,3
 Botgorschek,AMZ1848,1848,3
Franz Botgorschek,AMZ1848,1848,2
A Hänselt,AMZ1848,1848,6
J F Castfelli,AMZ1848,1848,2
L v Alvensleben,AMZ1848,1848,2
F Ralkbrenner,AMZ1848,1848,3
Deiphin Alard,AMZ1848,1848,7
Delphin Alard,AMZ1848,1848,2
Carl Bertelsnann,AMZ1848,1848,5
Edgar Mansfeld,AMZ1848,1848,2
J C Ressler,AMZ1848,1848,4
Ad Gelbke,AMZ1848,1848,2
n Balzar,AMZ1848,1848,2
v Fassnann,AMZ1848,1848,3
Herzog Olaf,AMZ1848,1848,2
F Burgmüäller,AMZ1848,1848,9
 Burgmüäller,AMZ1848,1848,3
n Diethe,AMZ1848,1848,8
M v Merey,AMZ1848,1848,2
F X Wiskotschil,AMZ1848,1848,2
R v Vivenot,AMZ1848,1848,2
R Vivenot,AMZ1848,1848,2
R de Vivenot,AMZ1848,1848,3
C Rreutzer,AMZ1848,1848,3
Alexander Dreischock,AMZ1848,1848,7
 Dreischock,AMZ1848,1848,2
Alezander Dreischock,AMZ1848,1848,2
Gustav Füller,AMZ1848,1848,4
Carlotta Griffini,AMZ1848,1848,3
n Klose,AMZ1848,1848,2
Dalle Aste,AMZ1848,1848,13
n Dalle Aste,AMZ1848,1848,8
 Reschreiter,AMZ1848,1848,2
Dr von Hilleprandt,AMZ1848,1848,2
Friedrich Rüekert,AMZ1848,1848,2
Gustav Crantz,AMZ1848,1848,5
Rudolph de Lassus,AMZ1848,1848,2
Orland de Lassus,AMZ1848,1848,5
Julius Schapler,AMZ1848,1848,11
 Schapler,AMZ1848,1848,2
J F Rels,AMZ1848,1848,2
C RKeller,AMZ1848,1848,2
L Spamer,AMZ1848,1848,4
 Staudigl,AMZ1848,1848,4
Joseph Staudigl,AMZ1848,1848,5
 Irmer,AMZ1848,1848,5
Marco Arati,AMZ1848,1848,4
F E C Leuekart,AMZ1848,1848,4
Fr Gretscher,AMZ1848,1848,4
H Mersz,AMZ1848,1848,2
N ACBERICHTEN,AMZ1848,1848,2
n Rapellmeisters,AMZ1848,1848,3
Gaetano Donizetfi,AMZ1848,1848,3
Fr Beuster,AMZ1848,1848,6
J J H Verhulst,AMZ1848,1848,10
n Verhulst,AMZ1848,1848,2
Rosina Frassi,AMZ1848,1848,2
J Moseheles,AMZ1848,1848,2
Eduard Franck,AMZ1848,1848,8
Melchior Franck,AMZ1848,1848,5
C A Franck,AMZ1848,1848,2
Carl Hochhausen,AMZ1848,1848,5
R Reinick,AMZ1848,1848,8
Eichendorff Reinick,AMZ1848,1848,3
n Mantias,AMZ1848,1848,3
n Pfister,AMZ1848,1848,2
von Kaler,AMZ1848,1848,8
R Daase,AMZ1848,1848,3
Alfred Dörfel,AMZ1848,1848,2
Bernhard RKlein,AMZ1848,1848,2
G W Bezdek,AMZ1848,1848,2
Fanny Maray,AMZ1848,1848,2
Die Maray,AMZ1848,1848,2
Friedrich Reck,AMZ1848,1848,2
H Vieuxztemps,AMZ1848,1848,2
Franz Krenn,AMZ1848,1848,2
Friedrich Egon,AMZ1848,1848,2
Lucrezia Borgia,AMZ1848,1848,3
Luerezia Borgia,AMZ1848,1848,2
 Karsch,AMZ1848,1848,2
 Cecile,AMZ1848,1848,2
F Massak,AMZ1848,1848,7
Luigi Mauri,AMZ1848,1848,3
 Harries,AMZ1848,1848,2
L Clapisson,AMZ1848,1848,2
C LSwe,AMZ1848,1848,2
Adolph Böttger,AMZ1848,1848,4
Adolph Hensolt,AMZ1848,1848,2
A H Sponholtz,AMZ1848,1848,6
Gaetano Denizetti,AMZ1848,1848,4
Eduard Pigue,AMZ1848,1848,3
J Dürrner,AMZ1848,1848,5
Rudolph Willmers,AMZ1848,1848,10
n Willmers,AMZ1848,1848,4
n Rudolph Willmers,AMZ1848,1848,3
 Riets,AMZ1848,1848,5
Julius Riets,AMZ1848,1848,8
n Girolamo Forini,AMZ1848,1848,2
Justinus Rerner,AMZ1848,1848,4
n Kahle,AMZ1848,1848,3
J Därrner,AMZ1848,1848,2
Ludwig der Karlinger,AMZ1848,1848,2
Ludwig Hausarrest,AMZ1848,1848,2
n Schmezer,AMZ1848,1848,4
n Dr Fel,AMZ1848,1848,2
Robert Natan,AMZ1848,1848,2
Franchetti Walzel,AMZ1848,1848,2
La Cachucha,AMZ1848,1848,2
Th Rörner,AMZ1848,1848,2
Buffo Hilaret,AMZ1848,1848,2
Johanna Mathieux,AMZ1848,1848,12
J F Relz,AMZ1848,1848,3
Fr Cursehmann,AMZ1848,1848,4
J Kupelwieser,AMZ1848,1848,2
Adelaide Moltini,AMZ1848,1848,2
 Moltini,AMZ1848,1848,2
Guillaume de Machault,AMZ1848,1848,2
Karl Gödike,AMZ1848,1848,2
N ACHERICHTEN,AMZ1848,1848,7
Theodor Kullak,AMZ1848,1848,42
N Simroek,AMZ1848,1848,10
L Drouöt,AMZ1848,1848,2
Christian Theodor Groos,AMZ1848,1848,3
n Lacombe,AMZ1848,1848,3
Louis Lacombe,AMZ1848,1848,4
A Lertzing,AMZ1848,1848,7
J Goetschy,AMZ1848,1848,4
C V Alkan,AMZ1848,1848,2
F E C Leuekhart,AMZ1848,1848,16
W Bennet,AMZ1848,1848,2
W St Bennet,AMZ1848,1848,3
C Reller,AMZ1848,1848,2
Ch Schwencke,AMZ1848,1848,7
Carl Schwencke,AMZ1848,1848,2
J F Schwencke,AMZ1848,1848,3
Erich von Hohnstein,AMZ1848,1848,2
Neue Musikaliien,AMZ1848,1848,2
Dr Eduard Kräger,AMZ1848,1848,3
F J Mompour,AMZ1848,1848,3
Karl Seyler,AMZ1848,1848,2
Joseph Gartner,AMZ1848,1848,2
Max Erlanger,AMZ1848,1848,2
me Erlanger,AMZ1848,1848,3
Peter Iwanow,AMZ1848,1848,5
n Bärgermeister,AMZ1848,1848,2
C A Klenm,AMZ1848,1848,2
F Halgvy,AMZ1848,1848,2
Angelo Ciecarelli,AMZ1848,1848,3
Camillo Parodi,AMZ1848,1848,2
Friedrich Raiser,AMZ1848,1848,4
B Randhartinger,AMZ1848,1848,2
Louis Erck,AMZ1848,1848,3
n Maurice,AMZ1848,1848,2
N Simreek,AMZ1848,1848,4
J Gregoir,AMZ1848,1848,3
F Whistliog,AMZ1848,1848,2
Buffo Bruscoli,AMZ1848,1848,4
Ida della Torre,AMZ1848,1848,2
Theodor RKörner,AMZ1848,1848,2
Morceau de Salon,AMZ1848,1848,2
Fr Münten,AMZ1848,1848,8
C Sehweneke,AMZ1848,1848,3
Franz Joseph Kunkel,AMZ1848,1848,10
Lamm Gottes unschuldig,AMZ1848,1848,2
n Schumanns,AMZ1848,1848,3
S Thalber,AMZ1848,1848,3
Otto Kraushaar,AMZ1848,1848,4
H RBertini,AMZ1848,1848,3
n Dirigenten,AMZ1848,1848,2
D Liebert,AMZ1848,1848,2
Fr Kisiner,AMZ1848,1848,3
Professor am Konservatorium,AMZ1848,1848,2
 Preyer,AMZ1848,1848,12
Gottfried Preyer,AMZ1848,1848,10
Professor Preyer,AMZ1848,1848,2
G Donizeffi,AMZ1848,1848,2
Adolph Trube,AMZ1848,1848,3
J F Buck,AMZ1848,1848,2
David Koning,AMZ1848,1848,4
Johann von Leyden,AMZ1848,1848,3
J Geraldy,AMZ1848,1848,5
F J Pachaly,AMZ1848,1848,2
T J Pachaly,AMZ1848,1848,5
H Kletke,AMZ1848,1848,7
Lonis Hath,AMZ1848,1848,2
A Dohrn,AMZ1848,1848,3
C A Dohrn,AMZ1848,1848,3
Ludwig Wihl,AMZ1848,1848,8
Anton Berlyn,AMZ1848,1848,7
Franeeis Prume,AMZ1848,1848,10
n Prume,AMZ1848,1848,8
 Hopfe,AMZ1848,1848,6
Jxhus Hopfe,AMZ1848,1848,5
Julius Hopfe,AMZ1848,1848,2
J C Klebe,AMZ1848,1848,2
Jacques Sehmitt,AMZ1848,1848,4
Aloys Sehmitt,AMZ1848,1848,3
Fr Ed Wilsing,AMZ1848,1848,2
n Küttel,AMZ1848,1848,2
John Barnett,AMZ1848,1848,2
Johanna Hoven,AMZ1848,1848,33
J F Rohdmann,AMZ1848,1848,2
G N Wysocki,AMZ1848,1848,3
n Si,AMZ1848,1848,2
Leopold Witholm,AMZ1848,1848,2
E wolff,AMZ1848,1848,2
Johann Rudolph Ahle,AMZ1848,1848,2
Johann Schop,AMZ1848,1848,2
 Schop,AMZ1848,1848,2
von Raler,AMZ1848,1848,2
S Thalhberg,AMZ1848,1848,4
Fr übrig,AMZ1848,1848,2
Roberto Devreux,AMZ1848,1848,2
Clara wieck,AMZ1848,1848,2
Franz Erkel,AMZ1848,1848,3
Eduard Ronneburger,AMZ1848,1848,2
n Duponchel,AMZ1848,1848,2
Joseph Netzer,AMZ1848,1848,15
 Netzer,AMZ1848,1848,3
n Netzer,AMZ1848,1848,3
Cesare Puceini,AMZ1848,1848,2
Joseph Blaes,AMZ1848,1848,2
Emil Deschamps,AMZ1848,1848,5
 Capitain,AMZ1848,1848,18
n Ditt,AMZ1848,1848,6
Ole Bulls,AMZ1848,1848,2
G Donizettl,AMZ1848,1848,2
A Menszelt,AMZ1848,1848,3
n Verhbulst,AMZ1848,1848,2
M FPanofka,AMZ1848,1848,2
Ferdinand Hitler,AMZ1848,1848,2
F Hieron,AMZ1848,1848,2
Fr Sileher,AMZ1848,1848,3
 Freiligrath,AMZ1848,1848,4
v Freiligrath,AMZ1848,1848,2
B Dameke,AMZ1848,1848,2
n Verdi,AMZ1848,1848,11
Maestro Verdi,AMZ1848,1848,4
Giuseppe Verdi,AMZ1848,1848,6
v Walsegg,AMZ1848,1848,2
Heinrich Reber,AMZ1848,1848,3
Fr Ct,AMZ1848,1848,5
n Stade,AMZ1848,1848,5
W Stade,AMZ1848,1848,2
Pietro Meehetti,AMZ1848,1848,7
Pietre Meehetti,AMZ1848,1848,2
Antonio Foscarini,AMZ1848,1848,4
Hugo Zahn,AMZ1848,1848,3
Adolph Henszgelt,AMZ1848,1848,2
Anton v Kontski,AMZ1848,1848,2
von Kontski,AMZ1848,1848,3
n Apollinary de Kontski,AMZ1848,1848,2
Felix Mendelssohn Bartboldy,AMZ1848,1848,2
C TCzerny,AMZ1848,1848,2
J B Buvernoy,AMZ1848,1848,2
F Malevy,AMZ1848,1848,3
H MHerz,AMZ1848,1848,5
M MHerz,AMZ1848,1848,4
n Tichatschek,AMZ1848,1848,2
Robert Devereux,AMZ1848,1848,3
Roberto Devereux,AMZ1848,1848,2
A FPanseron,AMZ1848,1848,3
Gottfried Prever,AMZ1848,1848,2
H LEonard,AMZ1848,1848,4
L Gomion,AMZ1848,1848,4
A Fessy,AMZ1848,1848,5
E Bröder,AMZ1848,1848,3
F Hinrichs,AMZ1848,1848,2
n Hinrichs,AMZ1848,1848,2
 Botgorscheek,AMZ1848,1848,2
St Verroust,AMZ1848,1848,2
 Caspari,AMZ1848,1848,4
Caroline Caspari,AMZ1848,1848,5
Hamburger Stadttbeater,AMZ1848,1848,2
Fr Küchen,AMZ1848,1848,2
Dr H Marsehnenr,AMZ1848,1848,2
C M Kudelski,AMZ1848,1848,4
CO Tzerny,AMZ1848,1848,2
Nourrit de Montpellier,AMZ1848,1848,2
Del Vivo,AMZ1848,1848,2
Dal Vivo,AMZ1848,1848,3
n Pohle,AMZ1848,1848,3
Franz Laehner,AMZ1848,1848,5
Emilia Hallez,AMZ1848,1848,3
n Ehlert,AMZ1848,1848,2
L Ehlert,AMZ1848,1848,4
Th DDöhler,AMZ1848,1848,2
J Eykens,AMZ1848,1848,2
n Rötsch,AMZ1848,1848,2
H Rötsch,AMZ1848,1848,2
S Thalbers,AMZ1848,1848,6
Dr Dennhardt,AMZ1848,1848,6
A Menselt,AMZ1848,1848,5
n Eduard Leibrock,AMZ1848,1848,2
Eduard Leibrock,AMZ1848,1848,2
v Wrochem,AMZ1848,1848,2
L RBeethoven,AMZ1848,1848,2
L Van RBeethoven,AMZ1848,1848,7
L van RBeethoven,AMZ1848,1848,13
A F Lindhlad,AMZ1848,1848,2
W H Velt,AMZ1848,1848,3
Johannes Heitmann,AMZ1848,1848,2
F Fechner,AMZ1848,1848,2
Ch Eichheim,AMZ1848,1848,2
v Feuchtersleben,AMZ1848,1848,2
F Sauter,AMZ1848,1848,2
Vinzenz Zusner,AMZ1848,1848,3
Robert Sehumann,AMZ1848,1848,7
Dr Sehumann,AMZ1848,1848,2
Dr R Sehumann,AMZ1848,1848,4
Peter Gereis,AMZ1848,1848,2
n Ulram,AMZ1848,1848,3
Gustavo Gori,AMZ1848,1848,2
E F Kauffmann,AMZ1848,1848,2
C F Kauffmann,AMZ1848,1848,2
M AG,AMZ1848,1848,2
Jos Aibl,AMZ1848,1848,3
Fr betrug,AMZ1848,1848,2
Amalie Butze,AMZ1848,1848,3
G Donfzetti,AMZ1848,1848,2
A Leearpentier,AMZ1848,1848,12
Pietro Meechetti,AMZ1848,1848,2
N Simrockh,AMZ1848,1848,2
Gustav Rieck,AMZ1848,1848,3
H Marggraff,AMZ1848,1848,3
 Dubsky,AMZ1848,1848,3
